orderID,productID,unitPrice,quantity,discount
10286,147,46.41,11,0.2
10286,187,73.17,9,0.0
10287,138,111.61,18,0.0
10287,44,20.08,26,0.05
10287,228,48.25,8,0.15
10287,100,104.47,24,0.05
10288,26,32.83,14,0.0
10289,100,103.03,17,0.0
10289,43,45.31,10,0.05
10290,173,102.74,12,0.1
10290,106,116.01,28,0.05
10290,247,18.27,29,0.05
10290,166,98.04,6,0.2
10290,73,14.03,70,0.05
10291,86,102.57,43,0.0
10291,124,48.46,17,0.15
10291,26,28.48,32,0.0
10292,1,17.25,30,0.0
10292,61,29.62,17,0.2
10293,79,110.35,9,0.05
10293,163,50.86,15,0.2
10293,116,24.26,15,0.25
10293,224,78.04,1,0.0
10293,240,21.12,20,0.0
10294,227,56.64,25,0.05
10294,116,26.75,2,0.05
10294,216,11.03,28,0.0
10294,125,78.14,32,0.05
10295,69,38.43,9,0.05
10295,191,58.8,40,0.0
10295,118,4.75,13,0.0
10295,76,18.22,12,0.15
10295,136,82.62,2,0.0
10295,121,12.15,29,0.25
10295,25,13.31,11,0.0
10296,99,45.27,9,0.1
10297,81,124.97,15,0.1
10297,209,68.04,6,0.05
10298,179,37.86,10,0.1
10298,84,44.1,4,0.0
10299,11,20.53,40,0.05
10299,163,51.73,4,0.0
10299,15,15.29,30,0.1
10299,14,21.04,35,0.0
10300,153,101.07,27,0.05
10300,234,108.77,52,0.15
10300,157,17.59,26,0.0
10300,210,17.18,12,0.05
10300,30,24.05,30,0.0
10301,151,29.23,26,0.2
10301,144,59.41,15,0.0
10301,62,52.32,12,0.0
10301,237,97.62,97,0.05
10302,226,55.57,12,0.1
10302,250,36.35,3,0.05
10303,13,5.73,24,0.05
10303,153,90.0,20,0.0
10303,242,56.75,9,0.0
10304,59,49.89,19,0.05
10304,124,49.48,28,0.05
10305,206,43.04,28,0.15
10305,166,98.26,10,0.0
10305,92,19.73,3,0.1
10305,85,91.63,12,0.05
10306,81,109.34,1,0.0
10307,234,115.1,6,0.15
10307,235,105.57,7,0.2
10307,216,11.18,10,0.1
10307,123,25.7,30,0.05
10308,186,39.06,8,0.0
10308,152,4.12,14,0.0
10309,159,31.71,10,0.2
10309,248,20.44,27,0.05
10309,48,12.83,16,0.15
10310,153,91.3,15,0.0
10310,129,7.35,15,0.0
10311,117,72.79,40,0.1
10312,112,36.87,6,0.1
10312,127,53.26,40,0.05
10313,230,72.38,6,0.2
10313,167,24.75,12,0.1
10313,141,124.27,4,0.2
10313,235,115.59,4,0.05
10314,170,35.3,5,0.15
10314,105,89.52,4,0.05
10314,49,21.06,9,0.05
10314,55,24.37,28,0.2
10314,249,42.91,14,0.1
10314,6,27.11,47,0.05
10314,231,94.31,34,0.15
10314,21,10.41,7,0.05
10315,22,22.54,12,0.25
10315,156,125.84,6,0.15
10315,198,114.75,30,0.0
10316,156,126.96,3,0.15
10316,107,90.47,21,0.0
10316,230,83.02,3,0.0
10317,244,83.89,9,0.1
10317,67,14.04,36,0.05
10317,246,57.42,9,0.05
10317,60,33.54,9,0.15
10318,202,17.39,20,0.1
10318,167,24.14,20,0.1
10319,49,21.78,66,0.1
10319,226,50.22,33,0.25
10319,134,99.28,44,0.1
10319,247,19.33,26,0.25
10320,90,88.2,18,0.15
10320,95,42.04,25,0.1
10320,152,4.3,27,0.05
10320,75,8.35,50,0.25
10320,87,61.93,12,0.0
10321,199,66.84,4,0.05
10321,84,39.68,44,0.1
10321,112,39.21,37,0.0
10321,34,13.01,15,0.15
10322,162,107.48,31,0.2
10322,230,83.49,22,0.0
10323,73,15.92,20,0.0
10323,136,85.14,31,0.0
10323,6,26.08,26,0.15
10323,98,59.91,5,0.25
10323,213,21.43,18,0.0
10324,54,7.04,44,0.0
10324,197,90.19,41,0.15
10324,80,5.53,31,0.05
10324,186,42.24,13,0.05
10325,118,4.96,25,0.0
10325,155,82.3,5,0.15
10326,222,38.28,5,0.05
10326,66,18.45,1,0.05
10326,125,85.87,13,0.05
10326,13,5.53,35,0.15
10326,163,60.08,31,0.1
10327,49,21.24,28,0.15
10327,245,109.4,7,0.15
10328,155,88.87,33,0.2
10328,131,51.29,24,0.0
10329,167,25.69,15,0.2
10329,133,93.86,35,0.05
10330,210,17.49,16,0.2
10330,250,42.54,9,0.0
10330,106,123.83,25,0.05
10330,85,89.59,13,0.2
10331,6,24.58,24,0.2
10331,198,109.92,18,0.1
10332,209,67.51,27,0.05
10332,89,32.27,97,0.0
10332,202,19.55,2,0.1
10332,195,35.02,23,0.0
10333,103,84.25,5,0.1
10333,80,6.15,9,0.1
10334,4,20.03,22,0.15
10334,236,18.16,3,0.05
10334,211,31.21,28,0.2
10334,116,23.33,8,0.1
10335,127,53.03,35,0.15
10335,239,75.01,10,0.05
10335,65,21.84,28,0.1
10335,163,54.46,1,0.05
10335,208,114.0,44,0.0
10335,34,12.95,12,0.0
10335,241,12.86,13,0.0
10336,189,88.88,42,0.0
10336,44,18.85,26,0.0
10336,250,42.15,19,0.0
10337,13,5.57,34,0.1
10337,97,113.9,23,0.0
10338,89,31.21,5,0.15
10338,46,11.22,8,0.0
10338,179,38.27,36,0.0
10338,158,65.67,67,0.1
10339,46,11.69,15,0.15
10339,76,19.07,9,0.1
10340,227,55.77,6,0.0
10340,59,57.71,14,0.05
10341,203,90.63,44,0.1
10341,175,111.87,18,0.2
10341,235,106.24,28,0.15
10341,219,72.94,14,0.05
10342,57,17.94,40,0.1
10342,234,112.09,22,0.2
10342,31,13.17,2,0.0
10342,246,52.52,41,0.05
10342,36,17.75,31,0.25
10343,182,53.98,15,0.0
10343,39,18.41,52,0.05
10343,219,71.21,34,0.0
10343,70,14.03,96,0.25
10343,195,41.94,8,0.0
10344,248,19.29,12,0.15
10344,244,76.87,35,0.0
10344,191,63.31,20,0.05
10344,80,5.37,21,0.0
10345,129,8.48,14,0.15
10346,66,18.52,38,0.1
10346,67,15.0,18,0.05
10346,93,101.69,43,0.05
10346,141,111.58,43,0.0
10346,23,9.04,26,0.15
10346,228,41.84,9,0.2
10347,201,19.17,25,0.15
10347,226,49.67,11,0.2
10347,18,64.84,1,0.0
10348,27,47.43,15,0.0
10348,123,26.12,39,0.15
10349,192,20.76,4,0.1
10349,229,93.63,53,0.15
10350,231,100.83,12,0.2
10350,1,17.21,12,0.0
10350,234,99.4,14,0.0
10350,210,16.31,6,0.0
10350,6,22.7,8,0.05
10351,136,93.67,9,0.2
10351,68,11.37,22,0.0
10351,6,25.25,39,0.15
10352,237,112.52,31,0.1
10352,173,101.39,44,0.0
10352,118,4.23,2,0.0
10353,83,33.98,25,0.15
10353,221,93.11,2,0.0
10353,141,117.37,31,0.15
10353,99,46.15,16,0.05
10353,177,86.41,18,0.1
10353,242,57.61,12,0.0
10353,84,41.51,31,0.0
10353,194,72.24,1,0.1
10354,209,79.14,13,0.15
10354,179,34.37,17,0.2
10355,229,87.8,25,0.0
10355,34,12.69,1,0.0
10355,171,116.89,4,0.15
10355,192,20.82,9,0.1
10356,246,57.85,3,0.0
10357,69,38.84,36,0.05
10357,194,82.26,34,0.0
10357,55,25.86,9,0.2
10357,34,15.26,9,0.2
10358,212,49.53,1,0.1
10358,249,38.46,1,0.15
10359,166,96.72,9,0.0
10359,103,94.42,15,0.15
10359,19,10.03,36,0.1
10360,38,238.7,15,0.25
10360,43,49.42,2,0.05
10361,70,15.63,31,0.1
10361,19,8.35,31,0.0
10362,15,14.64,30,0.05
10362,80,5.56,9,0.2
10362,82,68.23,18,0.15
10362,40,18.06,78,0.15
10363,38,266.17,54,0.05
10363,88,41.42,8,0.1
10363,140,32.53,19,0.05
10364,117,65.46,42,0.25
10365,19,9.23,16,0.1
10365,176,18.33,24,0.15
10365,247,19.21,14,0.0
10365,51,54.49,5,0.15
10366,184,95.01,8,0.15
10366,158,67.82,28,0.15
10366,99,47.25,94,0.05
10367,11,22.86,3,0.25
10367,232,84.95,4,0.15
10367,63,41.63,22,0.15
10367,206,43.64,26,0.1
10368,212,51.82,4,0.1
10368,41,9.28,33,0.15
10368,60,34.94,3,0.1
10368,192,21.01,30,0.05
10368,79,99.75,20,0.15
10369,86,93.71,2,0.0
10370,94,87.69,9,0.05
10370,129,8.1,38,0.0
10371,127,46.46,18,0.05
10371,4,20.59,20,0.2
10371,149,30.05,5,0.15
10372,131,46.28,1,0.0
10373,176,16.84,8,0.15
10373,131,53.53,37,0.0
10373,150,35.55,26,0.1
10373,210,17.02,10,0.1
10373,199,63.62,19,0.0
10374,131,51.67,10,0.0
10374,114,31.16,35,0.1
10375,150,36.82,3,0.0
10376,129,7.15,52,0.1
10377,203,90.26,24,0.0
10377,145,83.29,7,0.15
10378,235,105.44,14,0.1
10378,12,38.36,10,0.1
10378,155,84.77,2,0.15
10378,59,58.07,18,0.0
10379,81,117.15,20,0.1
10379,240,22.48,5,0.2
10380,247,17.48,1,0.15
10380,209,74.15,13,0.0
10380,191,65.65,43,0.0
10381,30,28.46,44,0.05
10381,50,15.62,13,0.1
10381,138,115.08,15,0.05
10382,207,89.06,42,0.0
10382,66,16.54,28,0.15
10382,188,36.59,6,0.15
10383,228,46.6,3,0.25
10383,43,50.1,47,0.1
10383,207,88.51,22,0.0
10384,45,9.49,27,0.05
10384,151,32.64,11,0.05
10384,112,38.22,12,0.15
10384,116,25.25,62,0.0
10384,94,87.79,16,0.0
10384,246,58.0,36,0.05
10384,184,87.24,22,0.0
10384,127,52.47,10,0.0
10385,197,91.62,29,0.2
10386,106,104.51,79,0.0
10386,134,97.0,20,0.0
10386,133,84.03,38,0.0
10386,54,7.63,28,0.05
10387,162,107.27,11,0.05
10387,83,32.86,33,0.0
10387,95,43.04,9,0.0
10387,146,108.33,6,0.15
10388,19,9.53,9,0.1
10388,75,7.22,41,0.1
10388,56,41.4,8,0.0
10388,143,56.06,94,0.0
10389,180,6.61,15,0.0
10389,83,32.15,2,0.1
10390,152,3.92,21,0.0
10390,235,102.83,28,0.1
10390,82,77.04,34,0.2
10391,103,95.49,12,0.25
10391,212,49.92,9,0.0
10391,198,110.27,21,0.05
10391,144,61.78,16,0.15
10392,89,30.23,28,0.15
10392,209,71.99,23,0.0
10392,63,43.86,46,0.2
10392,93,91.29,12,0.0
10393,180,6.34,35,0.05
10393,173,100.24,10,0.2
10394,189,91.53,10,0.0
10394,212,50.03,5,0.0
10394,230,78.51,6,0.25
10394,175,124.26,23,0.05
10394,11,21.88,41,0.1
10394,61,31.32,13,0.0
10394,125,88.84,18,0.0
10395,176,17.72,23,0.0
10395,144,67.41,19,0.2
10395,73,13.52,6,0.1
10395,236,17.95,24,0.0
10395,75,7.93,22,0.1
10395,85,90.7,84,0.25
10395,150,40.98,7,0.15
10395,235,116.85,4,0.05
10396,177,88.05,2,0.15
10397,248,18.16,19,0.1
10398,36,18.12,20,0.05
10398,147,45.56,18,0.0
10398,204,48.71,14,0.0
10398,14,24.93,7,0.0
10399,46,10.99,34,0.1
10399,122,54.39,10,0.2
10399,212,49.63,10,0.05
10399,177,82.79,10,0.2
10400,244,80.82,5,0.2
10400,156,108.56,24,0.05
10400,57,18.77,30,0.15
10401,115,125.93,5,0.0
10401,134,102.38,25,0.05
10401,84,42.47,12,0.05
10401,195,39.06,27,0.2
10402,247,19.06,28,0.1
10402,124,48.92,4,0.25
10402,33,2.48,4,0.0
10402,4,21.94,22,0.0
10402,181,78.66,15,0.1
10402,184,90.07,26,0.15
10402,161,31.51,19,0.1
10403,8,40.2,3,0.1
10404,62,47.55,9,0.0
10404,202,19.6,5,0.0
10405,59,52.25,10,0.0
10405,19,9.04,10,0.0
10406,57,19.17,12,0.15
10406,18,62.8,1,0.1
10407,91,14.88,59,0.15
10407,125,76.92,8,0.05
10407,221,101.26,19,0.15
10408,47,9.86,1,0.1
10408,193,109.5,12,0.0
10409,69,39.33,8,0.1
10409,231,93.77,18,0.0
10409,192,21.46,16,0.1
10410,165,44.92,11,0.0
10410,179,38.79,24,0.15
10411,205,41.29,11,0.0
10411,151,29.42,47,0.25
10411,25,14.48,9,0.1
10411,40,16.71,26,0.25
10412,105,89.39,97,0.15
10412,176,16.87,15,0.05
10413,21,9.14,9,0.2
10413,195,34.96,12,0.1
10414,159,32.07,25,0.15
10414,176,18.33,93,0.1
10414,44,19.89,5,0.1
10414,103,94.44,8,0.0
10414,145,83.16,12,0.05
10414,47,9.74,10,0.0
10415,86,97.5,19,0.1
10415,222,37.77,8,0.15
10416,69,38.63,7,0.0
10416,208,114.0,95,0.05
10416,18,66.93,9,0.2
10417,19,8.31,19,0.2
10417,85,77.4,22,0.0
10417,247,19.36,1,0.1
10417,132,64.27,14,0.1
10417,199,70.18,28,0.0
10417,215,16.06,34,0.15
10417,80,6.22,19,0.15
10418,166,96.07,19,0.1
10418,137,76.79,17,0.0
10418,144,68.62,7,0.1
10419,7,32.04,43,0.25
10419,129,8.16,24,0.0
10419,206,48.89,37,0.15
10419,201,18.97,10,0.0
10419,52,6.78,2,0.05
10419,156,127.07,11,0.0
10420,80,5.99,16,0.0
10420,113,80.55,17,0.15
10420,177,75.53,12,0.1
10420,155,96.39,13,0.15
10421,45,9.39,25,0.05
10421,221,92.26,16,0.1
10421,49,21.83,4,0.05
10422,144,60.21,18,0.0
10422,205,34.31,1,0.1
10422,160,86.43,27,0.1
10423,158,69.49,35,0.0
10423,183,78.82,35,0.1
10423,52,7.07,23,0.05
10423,143,61.51,7,0.1
10423,204,42.07,39,0.0
10424,81,119.44,11,0.0
10424,6,23.48,29,0.15
10424,192,20.1,21,0.05
10424,89,29.67,5,0.0
10425,224,84.08,33,0.0
10425,10,28.35,39,0.05
10425,202,17.17,32,0.1
10426,104,107.85,15,0.0
10426,20,86.17,42,0.15
10426,213,21.08,7,0.15
10426,77,12.87,49,0.15
10427,113,79.65,8,0.1
10427,72,33.88,22,0.0
10427,119,113.38,4,0.05
10427,111,81.8,21,0.1
10428,227,58.6,36,0.1
10428,103,96.05,14,0.0
10429,48,13.74,22,0.15
10429,52,7.4,16,0.15
10429,225,126.11,48,0.1
10429,105,85.36,4,0.15
10430,16,16.06,3,0.2
10430,144,66.64,35,0.0
10430,195,41.06,9,0.05
10430,22,21.98,21,0.2
10430,220,14.99,12,0.0
10430,187,69.69,38,0.0
10430,91,14.66,25,0.0
10430,169,45.66,8,0.0
10431,96,48.44,5,0.0
10431,219,84.29,10,0.0
10431,182,56.34,66,0.25
10431,160,78.25,9,0.2
10432,210,17.33,11,0.0
10432,250,40.93,23,0.15
10432,4,24.16,23,0.0
10433,11,19.23,2,0.15
10434,229,104.94,4,0.0
10434,150,40.42,19,0.25
10434,232,80.78,40,0.05
10435,133,84.33,34,0.0
10435,96,53.1,30,0.05
10436,167,24.43,34,0.2
10436,96,51.51,9,0.05
10436,204,42.68,13,0.15
10437,197,94.18,9,0.1
10437,86,107.85,17,0.05
10437,98,69.74,10,0.1
10437,115,117.14,2,0.25
10437,73,15.04,77,0.0
10437,31,11.39,1,0.0
10438,201,20.56,18,0.05
10439,82,72.13,22,0.2
10439,7,28.24,4,0.0
10439,188,36.14,6,0.0
10440,58,14.17,37,0.0
10440,240,19.5,9,0.0
10440,229,96.61,25,0.05
10441,208,105.58,9,0.15
10441,2,20.2,5,0.05
10441,52,6.77,26,0.0
10441,8,43.75,6,0.0
10442,131,49.19,37,0.2
10442,134,99.18,10,0.05
10443,70,15.21,11,0.0
10444,249,40.96,19,0.15
10444,92,19.74,8,0.2
10445,6,24.21,24,0.15
10445,50,15.29,20,0.0
10445,230,84.54,46,0.0
10445,43,46.08,7,0.1
10446,106,120.66,7,0.0
10446,150,35.62,13,0.0
10446,153,104.29,27,0.05
10447,188,39.76,26,0.1
10447,159,29.94,20,0.0
10448,180,6.43,19,0.2
10448,109,20.25,4,0.25
10448,162,111.22,15,0.0
10449,26,34.06,2,0.1
10449,125,80.57,16,0.25
10449,152,3.59,39,0.05
10449,11,21.34,2,0.05
10449,229,93.7,19,0.0
10449,76,19.15,19,0.0
10449,144,63.91,25,0.1
10450,83,33.47,7,0.15
10450,47,8.64,1,0.15
10450,14,23.55,6,0.0
10450,163,58.57,1,0.0
10450,113,93.02,10,0.0
10450,177,73.93,14,0.0
10450,152,3.94,14,0.25
10451,222,34.93,5,0.1
10452,60,33.29,4,0.1
10452,72,34.32,90,0.05
10453,70,14.74,7,0.0
10453,145,76.41,29,0.0
10454,83,31.71,93,0.0
10454,58,13.11,3,0.25
10455,83,35.84,9,0.0
10455,60,36.85,18,0.0
10455,134,115.92,8,0.0
10456,10,30.37,30,0.0
10456,74,9.92,10,0.0
10456,105,92.46,9,0.1
10456,14,25.44,26,0.1
10456,97,99.35,8,0.1
10457,25,13.32,10,0.1
10457,67,13.2,20,0.2
10458,45,9.02,22,0.2
10458,14,22.18,21,0.15
10459,141,125.67,22,0.05
10459,213,19.58,18,0.2
10459,89,34.58,6,0.0
10460,36,20.6,4,0.1
10460,109,22.02,27,0.25
10460,21,10.97,6,0.2
10460,248,18.88,35,0.05
10461,222,39.85,5,0.0
10461,161,31.41,26,0.1
10461,16,17.59,19,0.0
10462,248,19.09,30,0.25
10462,95,39.88,6,0.2
10462,50,16.39,7,0.15
10463,111,77.49,2,0.0
10463,72,32.23,11,0.0
10463,154,81.1,6,0.15
10463,50,15.78,23,0.05
10463,81,117.31,11,0.05
10464,37,24.99,6,0.1
10464,154,81.22,23,0.0
10464,156,106.73,41,0.15
10465,213,18.62,22,0.0
10465,97,112.76,9,0.15
10466,178,58.97,44,0.05
10467,59,59.46,4,0.1
10467,109,22.63,16,0.0
10467,8,38.2,7,0.0
10468,229,94.47,28,0.2
10468,155,89.0,26,0.1
10468,76,17.61,20,0.05
10469,117,72.12,11,0.2
10470,239,73.06,24,0.1
10470,198,106.56,17,0.05
10470,152,4.24,8,0.0
10470,58,13.63,33,0.1
10470,186,38.47,22,0.05
10470,229,96.95,31,0.25
10471,83,30.39,31,0.05
10471,58,13.45,1,0.0
10471,80,5.66,26,0.0
10472,56,39.73,9,0.2
10472,70,14.07,6,0.05
10472,12,41.36,21,0.2
10472,98,70.54,3,0.1
10473,182,57.71,91,0.15
10473,213,20.23,3,0.05
10474,89,31.43,14,0.25
10474,143,54.46,78,0.2
10474,233,127.54,6,0.1
10474,106,113.0,19,0.1
10474,94,96.77,5,0.0
10474,160,84.74,1,0.0
10475,40,18.01,15,0.05
10475,125,81.25,10,0.15
10476,121,14.15,3,0.05
10476,21,10.83,10,0.05
10476,164,50.22,20,0.25
10476,36,19.71,25,0.0
10476,130,102.07,15,0.0
10477,207,88.79,3,0.0
10477,203,89.15,17,0.25
10478,121,13.88,11,0.0
10478,139,112.38,8,0.0
10478,207,95.02,27,0.1
10478,137,66.59,23,0.2
10479,219,73.09,41,0.0
10479,230,79.1,26,0.1
10479,137,72.89,35,0.25
10479,81,121.96,21,0.25
10480,234,107.79,40,0.15
10480,91,16.72,11,0.2
10480,162,115.43,1,0.15
10481,101,31.22,9,0.0
10481,216,11.25,23,0.05
10482,188,40.34,33,0.15
10482,235,113.92,14,0.05
10482,166,85.67,2,0.0
10483,221,91.87,3,0.0
10483,43,45.49,26,0.2
10484,54,6.97,32,0.2
10484,78,115.46,3,0.0
10484,209,74.32,13,0.0
10484,119,101.37,8,0.0
10484,113,94.77,13,0.0
10485,139,96.65,17,0.2
10485,95,38.97,46,0.25
10485,212,51.95,21,0.2
10486,26,32.7,16,0.0
10486,175,109.13,8,0.0
10486,239,70.23,24,0.0
10487,46,12.66,7,0.1
10487,125,87.4,32,0.1
10487,134,105.14,97,0.0
10488,172,66.21,20,0.1
10488,56,39.91,10,0.2
10489,59,54.88,12,0.0
10489,22,21.84,23,0.05
10489,55,24.6,12,0.05
10489,179,37.76,18,0.05
10489,104,112.86,10,0.25
10490,112,35.24,8,0.2
10490,123,24.7,2,0.1
10490,59,54.24,14,0.0
10491,1,19.25,21,0.15
10491,56,38.84,75,0.0
10491,107,80.8,22,0.15
10491,69,33.96,4,0.15
10492,66,18.1,26,0.0
10492,147,50.81,20,0.0
10492,8,43.11,15,0.0
10492,152,3.76,9,0.0
10493,184,86.61,22,0.2
10493,162,111.95,8,0.15
10494,137,80.25,27,0.2
10494,224,76.0,12,0.0
10494,26,28.54,100,0.1
10494,138,111.28,2,0.2
10495,111,78.81,4,0.1
10495,142,15.05,28,0.0
10495,105,93.66,18,0.1
10496,74,9.95,2,0.15
10496,76,17.19,3,0.2
10496,203,79.19,4,0.15
10497,7,32.24,6,0.15
10497,182,59.65,15,0.0
10498,234,101.84,79,0.2
10498,232,84.4,1,0.0
10498,57,21.45,4,0.05
10498,131,49.14,24,0.0
10499,110,82.51,8,0.15
10499,165,44.51,9,0.15
10499,222,35.29,22,0.1
10499,182,60.72,7,0.05
10500,195,35.34,6,0.15
10500,106,106.79,43,0.05
10501,160,78.83,31,0.15
10501,21,9.26,45,0.1
10501,63,47.56,3,0.15
10502,109,19.55,2,0.0
10502,239,81.34,1,0.25
10503,8,36.38,3,0.25
10503,178,57.34,26,0.0
10503,11,22.86,13,0.2
10503,248,17.76,11,0.25
10503,15,14.41,12,0.25
10503,197,84.6,29,0.15
10503,99,48.77,4,0.0
10503,75,7.35,13,0.2
10504,208,108.48,13,0.0
10504,77,13.66,47,0.0
10505,181,76.72,76,0.15
10505,246,49.41,24,0.0
10505,98,64.66,9,0.05
10506,54,7.14,9,0.1
10507,177,82.67,8,0.05
10507,46,12.57,29,0.2
10507,23,8.77,11,0.15
10508,81,107.0,8,0.05
10508,44,17.62,5,0.0
10508,149,32.9,36,0.15
10509,155,96.54,3,0.05
10509,100,113.0,11,0.2
10509,127,52.01,3,0.15
10510,48,12.3,77,0.25
10510,181,79.94,19,0.0
10511,52,7.62,18,0.0
10511,97,104.8,17,0.15
10511,50,17.4,27,0.05
10511,3,10.8,10,0.2
10511,139,103.87,12,0.1
10512,158,60.01,4,0.2
10512,220,16.4,2,0.1
10512,249,43.66,2,0.0
10512,187,70.59,16,0.15
10512,37,25.05,3,0.0
10512,227,57.87,44,0.0
10513,225,120.12,33,0.05
10513,240,19.14,13,0.0
10513,216,9.52,20,0.0
10514,79,96.4,22,0.15
10514,181,78.63,21,0.0
10514,226,50.04,9,0.0
10515,116,24.22,7,0.2
10515,64,30.98,26,0.05
10515,118,4.51,32,0.0
10516,209,68.14,29,0.1
10516,90,94.73,5,0.15
10516,19,8.47,28,0.2
10516,135,13.48,5,0.05
10517,210,17.54,23,0.25
10517,207,94.46,71,0.05
10517,209,70.39,3,0.0
10517,138,104.78,27,0.2
10517,146,108.68,13,0.0
10518,187,67.0,78,0.2
10518,250,40.87,2,0.25
10518,173,95.2,53,0.0
10518,121,13.43,24,0.05
10518,132,61.43,28,0.0
10519,209,74.28,15,0.15
10520,67,14.68,25,0.25
10520,247,18.28,20,0.05
10520,187,61.84,19,0.0
10521,165,37.83,9,0.05
10521,216,9.9,34,0.1
10522,138,122.16,9,0.0
10522,3,9.52,1,0.0
10522,172,68.07,28,0.05
10522,194,70.4,25,0.0
10522,127,46.99,20,0.0
10523,94,92.87,1,0.0
10523,75,8.35,36,0.0
10523,100,105.59,33,0.05
10523,107,82.27,22,0.15
10523,71,21.53,17,0.05
10523,154,79.67,2,0.2
10523,45,9.5,3,0.25
10524,55,22.42,38,0.05
10524,179,36.11,13,0.0
10524,69,38.9,34,0.15
10524,51,57.9,7,0.1
10525,212,49.76,26,0.2
10525,1,19.01,41,0.0
10525,16,17.75,30,0.0
10526,212,44.79,26,0.25
10526,148,51.54,6,0.0
10526,27,40.65,35,0.15
10527,247,19.46,12,0.1
10527,93,96.13,25,0.15
10527,84,42.55,27,0.0
10527,79,104.43,41,0.0
10527,156,108.39,8,0.1
10527,23,8.21,19,0.1
10528,242,66.98,5,0.05
10528,176,18.26,18,0.0
10529,4,23.84,2,0.0
10529,142,14.16,22,0.15
10529,43,44.66,17,0.25
10529,94,102.84,32,0.05
10529,211,26.21,42,0.0
